pickup_borough,pickup_zone,total_trips,total_revenue,average_total_amount,median_total_amount,average_trip_distance,average_trip_duration,average_revenue_per_mile,average_tip_percentage,trip_share_percentage
Bronx,Belmont,104,3924.65,37.737019230769235,37.875,8.591826923076923,43.649198717948714,19.76180155388856,0.4732670056161196,0.003626176110124179
Bronx,Crotona Park East,102,3323.76,32.58588235294118,30.0,7.156764705882353,35.78839869281045,18.399678696798336,0.21786492374727667,0.003556441954160252
Bronx,Bronxdale,101,3699.21,36.625841584158415,37.0,8.344158415841584,44.07524752475248,11.218789779896069,0.0,0.0035215748761782896
Bronx,Woodlawn/Wakefield,98,4301.01,43.88785714285714,47.0,10.700102040816326,48.34540816326531,6.425876416755678,0.0,0.0034169736422324
Brooklyn,Sunset Park East,96,3380.11,35.20947916666667,30.5,7.187604166666667,45.61822916666667,13.128244485972905,1.9310446769508889,0.003347239486268473
Brooklyn,Dyker Heights,94,4042.61,43.00648936170213,38.94,8.918191489361703,45.05921985815603,14.036042248986139,2.390432248772262,0.0032775053303045467
Bronx,Schuylerville/Edgewater Park,92,3671.44,39.90695652173913,39.0,9.169347826086957,38.74728260869565,6.268934918094523,1.3714842064360329,0.00320777117434062
Queens,Ozone Park,90,3308.4,36.76,30.5,6.834666666666667,32.46370370370371,49.707086576545784,2.2418266678161696,0.0031380370183766936
Manhattan,Randalls Island,89,6183.88,69.48179775280899,80.94,5.73561797752809,16.796629213483147,74.04946864512686,15.536612733427232,0.00310316994039473
Bronx,Westchester Village/Unionport,88,2878.64,32.71181818181818,31.0,7.198522727272728,35.942234848484844,8.506941020125613,1.1485423313016556,0.003068302862412767
Bronx,Longwood,87,2942.15,33.81781609195402,29.94,6.840919540229884,40.784099616858235,9.176005165479232,0.41892592072725887,0.003033435784430804
Bronx,Hunts Point,84,2818.83,33.5575,31.740000000000002,6.979166666666667,34.61904761904762,12.032817462796396,1.119802162897373,0.0029288345504849137
Bronx,Allerton/Pelham Gardens,82,3708.59,45.22670731707317,44.47,9.67,42.755487804878044,19.10455599493599,0.2732181406576711,0.0028591003945209873
Bronx,Riverdale/North Riverdale/Fieldston,82,3145.45,38.359146341463415,40.0,9.33548780487805,36.5900406504065,5.892910437769292,0.7055263614331319,0.0028591003945209873
Bronx,Fordham South,80,2657.86,33.22325,29.975,7.0785,38.04770833333333,7.321546293547357,0.26587809036658144,0.0027893662385570605
Queens,Middle Village,77,3378.35,43.87467532467532,33.0,6.9138961038961035,28.48181818181818,23.8982690913209,5.928336324655992,0.0026847650046111712
Queens,Rockaway Park,69,3281.68,47.56057971014493,48.45,12.979420289855073,55.14830917874396,19.775636420988945,0.10735373054213633,0.002405828380755465
Brooklyn,Manhattan Beach,69,3066.57,44.44304347826087,41.9,10.038115942028986,45.481159420289856,33.86916338476828,2.874494691411832,0.002405828380755465
Queens,Glendale,66,2075.27,31.443484848484847,28.0,5.483636363636364,28.7760101010101,15.468788059347046,30.030221195475953,0.0023012271468095752
Queens,Bayside,66,2562.41,38.824393939393936,38.18,8.56090909090909,36.71439393939394,26.465019312364102,9.515136250206309,0.0023012271468095752
Queens,Bellerose,65,2837.39,43.652153846153844,43.0,9.42723076923077,33.35102564102564,27.83772705440699,2.129136941604817,0.0022663600688276123
Brooklyn,Windsor Terrace,65,2260.0099999999998,34.76938461538461,36.0,7.482153846153846,32.04282051282051,7.599761332364733,9.890197132313848,0.0022663600688276123
Queens,Hollis,64,2380.6,37.196875,39.0,8.3284375,43.688802083333336,9.367901412219746,0.0,0.002231492990845649
Queens,North Corona,61,2008.3899999999999,32.92442622950819,32.0,6.310655737704918,28.808196721311475,8.609645281065902,2.850760561619944,0.002126891756899759
Queens,Queensboro Hill,59,2035.65,34.50254237288136,31.0,6.949322033898305,27.2545197740113,36.66378096463541,1.2543988643139732,0.0020571576009358323
Queens,Whitestone,59,2560.23,43.39372881355932,37.06,7.813898305084745,27.65367231638418,10.076678320651773,7.377827454342357,0.0020571576009358323
Queens,Murray Hill-Queens,58,2109.37,36.368448275862065,38.34,7.734310344827586,35.68477011494253,26.154501127427313,0.0,0.002022290522953869
Queens,Fresh Meadows,57,2260.68,39.66105263157895,41.0,8.70017543859649,38.08216374269006,40.25249599955148,1.3849616419627184,0.001987423444971906
Brooklyn,Brooklyn Navy Yard,54,1700.03,31.482037037037035,30.88,5.736666666666666,23.762654320987654,12.345272267886555,8.230196234190243,0.001882822211026016
Brooklyn,Bath Beach,54,2227.49,41.24981481481481,46.0,8.95888888888889,42.635185185185186,6.458634519442963,3.7486094411353483,0.001882822211026016
Brooklyn,Ocean Parkway South,53,1819.9,34.33773584905661,35.0,6.756792452830189,37.94591194968553,29.508867790680547,1.0120008375142788,0.0018479551330440526
Brooklyn,Columbia Street,52,2253.15,43.329807692307696,33.239999999999995,6.648653846153847,27.207371794871793,57.94368204876214,7.744316331847449,0.0018130880550620895
Brooklyn,Marine Park/Floyd Bennett Field,52,1989.51,38.25980769230769,28.04,6.149230769230769,15.622115384615386,54.973885220781646,18.29330869479286,0.0018130880550620895
EWR,Newark Airport,50,4860.04,97.2008,108.6,5.9988,7.589333333333332,2501.1978946885915,11.399163623881625,0.0017433538990981631
Queens,Auburndale,48,1649.13,34.356875,38.5,7.430625,31.00451388888889,7.250086581206545,1.5262599336650882,0.0016736197431342365
Queens,Oakland Gardens,47,1643.94,34.97744680851064,35.0,8.313617021276595,32.770921985815605,12.692362411144648,0.0,0.0016387526651522734
Brooklyn,Prospect Park,44,1354.19,30.777045454545455,25.0,4.796136363636363,26.93106060606061,7.991707847626734,9.18489493568864,0.0015341514312063834
Manhattan,Marble Hill,43,1459.15,33.93372093023256,28.3,7.65093023255814,33.96046511627907,6.0950971720112355,2.246999150665098,0.0014992843532244202
Queens,Saint Michaels Cemetery/Woodside,43,2118.48,49.266976744186046,52.5,5.444651162790698,15.709302325581396,104.00434986649408,25.797581791010302,0.0014992843532244202
Queens,Douglaston,43,1708.35,39.72906976744186,40.0,8.22906976744186,22.949612403100776,31.673757184672453,2.623136884760421,0.0014992843532244202
Queens,Glen Oaks,40,1572.07,39.30175,34.575,9.368,33.147083333333335,7.878404626666698,0.5122123167592973,0.0013946831192785303
Bronx,Pelham Bay,37,1534.48,41.472432432432434,40.0,10.494864864864866,43.3509009009009,4.584675897720325,0.0,0.0012900818853326407
Queens,East Flushing,37,1418.08,38.32648648648649,40.0,8.044324324324323,37.5027027027027,63.09343724907494,1.6510535411386098,0.0012900818853326407
Queens,College Point,37,1698.58,45.90756756756757,41.0,8.801621621621623,31.87342342342342,9.333442015804575,4.157025244503448,0.0012900818853326407
Queens,Bay Terrace/Fort Totten,32,1286.08,40.19,37.825,8.495,33.20677083333333,120.54452805386029,1.8656522578955026,0.0011157464954228244
Manhattan,Inwood Hill Park,20,828.27,41.4135,44.15,8.682500000000001,31.23333333333333,7.1650564987009675,4.181208285669054,0.0006973415596392651
Staten Island,Arrochar/Fort Wadsworth,18,717.9,39.88333333333333,20.08,3.960555555555555,7.351851851851851,79.05365333169279,2.8246226460530752,0.0006276074036753387
Bronx,Van Cortlandt Park,17,708.16,41.656470588235294,43.94,10.211176470588235,54.23725490196078,28.266480111450345,0.0,0.0005927403256933754
Manhattan,Highbridge Park,13,764.25,58.78846153846154,48.42,4.686153846153847,13.803846153846154,515.0797484460279,7.699189377182113,0.00045327201376552237
Queens,Astoria Park,11,974.88,88.62545454545455,78.25,9.934545454545455,21.568181818181817,15.061652300678736,14.56655965011725,0.00038353785780159585
Queens,Forest Park/Highland Park,11,577.15,52.46818181818182,54.5,6.47090909090909,14.32121212121212,200.156321254839,13.051657978939659,0.00038353785780159585
Queens,Willets Point,11,451.94,41.085454545454546,29.9,6.716363636363636,16.721212121212123,7.79777489075369,1.0737294201861132,0.00038353785780159585
Bronx,City Island,7,283.94,40.56285714285714,40.0,10.285714285714286,40.845238095238095,4.907876992774442,0.0,0.00024406954587374282
Queens,Breezy Point/Fort Tilden/Riis Beach,6,276.01,46.001666666666665,43.505,8.65,25.91944444444444,6.874676073625309,0.0,0.00020920246789177957
Bronx,Country Club,5,271.18,54.236000000000004,40.0,10.052,24.863333333333337,9.573182672491603,9.846385580863556,0.00017433538990981628
Bronx,Bronx Park,5,226.25,45.25,42.35,12.384,47.053333333333335,3.910001090331672,0.0,0.00017433538990981628
Staten Island,Heartland Village/Todt Hill,4,503.56,125.89,129.47,18.4775,48.4,8.883554377646806,1.3812154696132597,0.00013946831192785305
Staten Island,Saint George/New Brighton,4,239.87,59.9675,49.465,10.5,20.529166666666665,65.6484224827353,0.0,0.00013946831192785305
Staten Island,South Beach/Dongan Hills,4,142.61,35.6525,36.305,9.3175,22.320833333333333,3.893232117054798,0.0,0.00013946831192785305
Queens,Broad Channel,3,109.95,36.65,35.76,11.5,56.01666666666667,3.5615316713512564,0.0,0.00010460123394588978
Queens,Jamaica Bay,3,178.59,59.53,46.9,12.756666666666668,24.383333333333336,4.611428861378902,11.865729898516783,0.00010460123394588978
Bronx,Pelham Bay Park,2,79.0,39.5,39.5,9.9,60.83333333333333,4.147967479674796,0.0,6.973415596392653e-05
Staten Island,Westerleigh,2,146.57999999999998,73.28999999999999,73.28999999999999,15.025,32.05833333333334,4.632386363636363,17.521367521367523,6.973415596392653e-05
Staten Island,Grymes Hill/Clifton,2,95.16999999999999,47.584999999999994,47.584999999999994,10.73,16.458333333333332,42.74150105745197,10.878537735849056,6.973415596392653e-05
Bronx,Crotona Park,2,103.44,51.72,51.72,12.475000000000001,36.69166666666667,4.146958598212269,0.0,6.973415596392653e-05
Staten Island,New Dorp/Midland Beach,2,200.0,100.0,100.0,18.060000000000002,31.916666666666668,5.6552106378081834,31.15714285714286,6.973415596392653e-05
Staten Island,Oakwood,2,123.05,61.525,61.525,13.245,29.21666666666667,5.225024865283306,18.656716417910445,6.973415596392653e-05
Staten Island,Bloomfield/Emerson Hill,2,30.400000000000002,15.200000000000001,15.200000000000001,2.15,11.416666666666668,9.204954954954955,0.0,6.973415596392653e-05
Staten Island,West Brighton,1,5.9,5.9,5.9,0.34,2.1166666666666667,17.352941176470587,0.0,3.4867077981963264e-05
Staten Island,Stapleton,1,1.0,1.0,1.0,0.4,2.5833333333333335,2.5,0.0,3.4867077981963264e-05
Staten Island,Great Kills,1,111.48,111.48,111.48,16.06,28.716666666666665,6.941469489414696,25.8019719483405,3.4867077981963264e-05
Staten Island,Rossville/Woodrow,1,77.71,77.71,77.71,29.58,39.8,2.6271129141311698,0.0,3.4867077981963264e-05
Staten Island,Mariners Harbor,1,58.0,58.0,58.0,12.92,32.93333333333333,4.489164086687307,0.0,3.4867077981963264e-05
Staten Island,Charleston/Tottenville,1,354.23,354.23,354.23,57.2,82.63333333333334,6.192832167832168,22.24536160545248,3.4867077981963264e-05
Manhattan,Governor's Island/Ellis Island/Liberty Island,1,18.48,18.48,18.48,1.41,10.383333333333333,13.106382978723405,27.017543859649123,3.4867077981963264e-05
Bronx,Rikers Island,1,10.9,10.9,10.9,0.4,1.2,27.25,0.0,3.4867077981963264e-05
Brooklyn,Green-Wood Cemetery,1,90.0,90.0,90.0,5.3,0.38333333333333336,16.9811320754717,0.0,3.4867077981963264e-05
