pickup_borough,pickup_zone,total_trips,total_revenue,average_total_amount,median_total_amount,average_trip_distance,average_trip_duration,average_revenue_per_mile,average_tip_percentage,trip_share_percentage
Queens,Woodhaven,149,5498.93,36.90557046979866,34.0,7.715503355704698,40.94608501118568,28.071476811920302,0.3957081416871022,0.005195194619312526
Bronx,Highbridge,145,4680.8,32.28137931034483,31.0,6.507379310344828,34.07586206896552,11.481815766716744,3.2364697294333835,0.005055726307384672
Queens,Jamaica Estates,145,5352.82,36.916,41.0,8.901310344827587,41.652068965517245,12.062502080637913,1.2781287839935886,0.005055726307384672
Brooklyn,Gowanus,143,4670.11,32.65811188811188,31.08,6.059510489510489,28.04731934731935,12.94417867557084,7.344513165692214,0.0049859921514207465
Brooklyn,Bensonhurst West,141,5243.28,37.1863829787234,41.0,7.733404255319149,44.814420803782504,65.03251962767429,0.7296017705732487,0.00491625799545682
Brooklyn,Brighton Beach,140,6298.94,44.99242857142857,46.0,10.751000000000001,53.78369047619047,10.354159536851908,0.27759314735068336,0.004881390917474857
Queens,Elmhurst/Maspeth,140,5370.9,38.363571428571426,28.0,5.199571428571428,20.62095238095238,37.756007779469066,6.311534794422018,0.004881390917474857
Bronx,Van Cortlandt Village,139,5342.94,38.438417266187045,37.0,8.850791366906474,40.84460431654676,6.999605241153244,0.2885218706755026,0.004846523839492893
Brooklyn,Homecrest,138,4831.08,35.00782608695652,29.0,8.001449275362319,42.4768115942029,8.345504216188386,1.8056740494507504,0.00481165676151093
Queens,Laurelton,136,6034.3,44.369852941176475,43.5,11.44389705882353,52.29595588235294,6.543700660682171,0.5569200036643512,0.004741922605547003
Brooklyn,South Williamsburg,133,4051.64,30.46345864661654,28.26,5.351804511278195,25.509022556390978,12.318220411393517,5.838539247056258,0.004637321371601113
Bronx,Spuyten Duyvil/Kingsbridge,128,4920.53,38.441640625,35.0,8.590546875,36.62083333333334,100.65704917185747,1.808144677777688,0.004462985981691298
Bronx,Norwood,125,5186.68,41.49344,41.0,10.01976,47.86986666666667,11.352981737262684,0.29023907954667094,0.004358384747745408
Brooklyn,Bensonhurst East,121,4386.23,36.2498347107438,29.0,7.64404958677686,41.80798898071625,17.74028651153118,0.7119071791527968,0.004218916435817554
Manhattan,Roosevelt Island,119,4156.61,34.92949579831932,29.0,5.673697478991596,25.734733893557422,29.837812234177466,9.258502063037247,0.004149182279853628
Queens,Kew Gardens Hills,119,4641.5599999999995,39.00470588235294,38.0,7.885966386554621,34.67086834733893,97.28588239966096,2.063963517842781,0.004149182279853628
Bronx,West Farms/Bronx River,117,3843.04,32.846495726495725,29.54,7.349230769230769,34.32293447293447,17.906664030139307,0.2584928608320421,0.004079448123889702
Bronx,Kingsbridge Heights,117,4310.24,36.83965811965812,35.0,8.200598290598291,42.61609686609686,15.184641527840647,1.1254249957115718,0.004079448123889702
Queens,Cambria Heights,115,5334.67,46.3884347826087,49.0,10.788347826086957,43.010289855072465,9.003988581602684,0.559550543535172,0.004009713967925775
Bronx,Eastchester,112,4620.57,41.255089285714284,42.0,9.663482142857143,44.86145833333334,11.777731238536807,0.0,0.003905112733979885
Queens,Howard Beach,111,5528.74,49.80846846846847,39.09,9.705495495495494,33.693693693693696,35.6491687748273,3.3490764228736234,0.003870245655997922
Brooklyn,Madison,110,3948.84,35.898545454545456,33.5,8.114272727272727,46.30121212121212,6.17380358697171,0.0,0.0038353785780159584
Brooklyn,Kensington,109,3580.81,32.85146788990826,27.0,6.701376146788991,34.211467889908256,8.584885236495015,4.778125132196149,0.0038005115000339955
Brooklyn,Gravesend,109,4866.33,44.645229357798165,47.0,11.09697247706422,53.7631498470948,6.356313609152296,0.3864772092792676,0.0038005115000339955
Bronx,Pelham Parkway,108,3455.72,31.997407407407405,30.0,6.438148148148149,33.446296296296296,10.948046610017924,0.4120704424389582,0.003765644422052032
Bronx,Soundview/Bruckner,108,3693.7799999999997,34.20166666666666,32.769999999999996,7.9125,37.80123456790123,19.05089931298237,0.0,0.003765644422052032
