dropoff_borough,dropoff_zone,total_trips,total_revenue,average_total_amount,median_total_amount,average_trip_distance,average_trip_duration,average_revenue_per_mile,average_tip_percentage,trip_share_percentage
Queens,Hammels/Arverne,365,21567.3,59.08849315068493,57.95,13.113369863013698,46.49054794520548,5.851012688206494,5.741309826151305,0.01272648346341659
Queens,Fresh Meadows,364,18423.7,50.61456043956044,47.975,9.962637362637363,25.889468864468864,6.446704262239958,9.78728475913923,0.012691616385434628
Brooklyn,East New York/Pennsylvania Avenue,364,16140.77,44.34277472527473,42.65,9.034120879120879,33.65714285714286,6.596079155395097,3.9446994385802348,0.012691616385434628
Queens,College Point,364,17199.18,47.25049450549451,44.785,8.975247252747252,23.75013736263736,6.157010121936927,9.511093402994346,0.012691616385434628
Queens,Ozone Park,364,13270.65,36.457829670329666,31.45,6.941758241758242,20.186217948717946,16.030247111120847,7.852835851119701,0.012691616385434628
Bronx,Pelham Parkway,358,22443.91,62.69248603351955,63.629999999999995,12.617011173184359,36.91173184357542,6.0126316988899,7.551489340946694,0.012482413917542847
Bronx,Parkchester,356,19613.06,55.092865168539326,55.6,11.252949438202247,35.10692883895131,8.176705287691883,6.66122375413869,0.01241267976157892
Bronx,Belmont,346,23269.78,67.25369942196531,67.16499999999999,13.17835260115607,36.04364161849711,8.66432335802207,10.807750084392787,0.012064008981759288
Brooklyn,Starrett City,332,13781.33,41.51003012048193,37.925,9.073584337349397,31.80532128514056,7.487029669229002,2.6774644205666216,0.011575869890011803
Queens,Bellerose,331,17097.88,51.65522658610272,49.38,10.868700906344412,24.061530715005034,9.595299359488031,7.7973885971149155,0.011541002812029839
Queens,Bay Terrace/Fort Totten,327,19126.94,58.492171253822626,56.95,11.855993883792049,26.658002038735983,11.460105611714022,9.795772532479868,0.011401534500101985
Bronx,Kingsbridge Heights,326,17587.16,53.94834355828221,50.05,11.172515337423313,34.915695296523516,8.61228078131947,4.675664203663693,0.011366667422120022
Bronx,Woodlawn/Wakefield,315,23652.8,75.08825396825397,73.2,16.402,40.445291005291004,5.0692921104659305,5.953517018666379,0.010983129564318428
Queens,Douglaston,311,18916.6,60.82508038585208,58.75,12.578038585209002,25.093729903536975,7.00035173580614,10.303121753797615,0.010843661252390575
Brooklyn,Ocean Parkway South,310,21634.2,69.78774193548388,74.6,14.388258064516128,38.14059139784946,5.525294047432275,9.493076609680188,0.01080879417440861
Brooklyn,Prospect Park,310,16575.47,53.46925806451613,53.225,8.713193548387098,33.27983870967742,6.681500029379146,16.991979274771708,0.01080879417440861
Bronx,East Tremont,307,16356.8,53.27947882736156,51.4,10.783876221498371,34.05580890336591,9.472371685028204,2.570813562547732,0.010704192940462721
Bronx,Hunts Point,300,15461.89,51.539633333333335,49.55,10.166166666666667,30.747333333333337,6.910387448274592,5.2767970230966705,0.010460123394588978
Bronx,Claremont/Bathgate,300,14684.84,48.949466666666666,46.05,206.97523333333334,33.3765,16.26515960403327,3.882721573300303,0.010460123394588978
Queens,Oakland Gardens,295,16521.6,56.005423728813554,54.25,11.688542372881356,26.785310734463277,10.654538310462966,7.569221536756135,0.010285788004679162
Brooklyn,Bensonhurst East,290,17567.58,60.57786206896552,68.69999999999999,13.522,39.06229885057471,5.580937260135631,5.194039302721726,0.010111452614769345
Queens,Rockaway Park,285,20484.2,71.87438596491228,67.6,14.810105263157896,34.70233918128655,6.177547059648706,11.013859194569664,0.009937117224859529
Brooklyn,Marine Park/Floyd Bennett Field,275,13642.78,49.61010909090909,48.25,11.131563636363635,18.71339393939394,4.60869430679719,6.369279778322004,0.009588446445039896
Queens,Auburndale,269,14102.8,52.4267657992565,50.75,10.153345724907064,25.558426270136305,6.452926602142468,10.95593599085274,0.009379243977148117
Brooklyn,Brooklyn Navy Yard,268,11310.67,42.20399253731343,40.45,6.558134328358209,27.84023631840796,7.8962074524518515,14.695745529270974,0.009344376899166153
Bronx,Soundview/Bruckner,266,14415.28,54.192781954887224,51.61,10.457744360902257,28.526629072681704,9.32141096597734,6.468603491572194,0.009274642743202227
Brooklyn,Gravesend,254,15500.83,61.02688976377953,63.644999999999996,13.812834645669291,37.84842519685039,10.288290423868151,4.692316549456145,0.00885623780741867
Queens,Queensboro Hill,252,11200.15,44.44503968253968,42.095,8.30940476190476,25.323743386243386,17.145667729678273,6.763826947170144,0.008786503651454742
Bronx,Westchester Village/Unionport,251,13490.25,53.74601593625498,53.89,11.122470119521912,30.853253652058434,6.019561631960314,3.5300926892128506,0.008751636573472778
Brooklyn,Manhattan Beach,245,15356.18,62.678285714285714,63.25,14.017306122448979,34.64272108843537,24.539363550603984,8.459159164283232,0.008542434105580999
Bronx,West Farms/Bronx River,237,12337.17,52.055569620253166,49.92,10.331223628691983,30.12440225035162,11.819788405985607,4.251981466589143,0.008263497481725293
Queens,Glen Oaks,235,13712.38,58.35055319148936,55.51,12.307659574468087,27.5458865248227,4.98807052118493,8.14148471701711,0.008193763325761366
Bronx,Bronxdale,228,14662.04,64.30719298245614,65.53,13.391140350877192,38.045614035087716,7.7617592598866585,5.1432027099607165,0.007949693779887624
Bronx,Longwood,216,10341.16,47.87574074074074,45.015,8.924166666666666,28.391435185185188,44.286730521563896,3.4048701903215948,0.007531288844104064
Queens,Hollis,215,9833.27,45.736139534883726,43.35,9.141348837209303,29.99418604651163,7.507385654692469,5.430922631217823,0.0074964217661221
Bronx,Allerton/Pelham Gardens,214,13943.88,65.15831775700934,66.29,13.256822429906542,32.7053738317757,6.990189944696366,7.483748693320557,0.007461554688140137
Bronx,Eastchester,212,13952.96,65.81584905660377,68.67,14.553726415094339,39.14308176100629,5.935239194554075,4.605920262103622,0.0073918205321762106
Bronx,Crotona Park East,209,10803.24,51.69014354066986,51.8,10.335454545454546,34.22392344497608,10.140470727694014,3.3486147636140835,0.007287219298230321
Manhattan,Randalls Island,200,9465.57,47.32785,41.03,7.11165,21.36116666666667,21.293652838619522,12.537706047152701,0.0069734155963926524
Manhattan,Inwood Hill Park,188,9714.99,51.675478723404254,49.04,10.672978723404254,27.70851063829787,5.28265471965589,10.53743306398974,0.0065550106606090935
Queens,East Flushing,188,9214.83,49.015053191489365,47.55,9.434308510638298,27.984751773049645,16.816027572515623,8.599390468169153,0.0065550106606090935
Brooklyn,Bath Beach,188,12316.02,65.51074468085106,71.67500000000001,14.497925531914895,40.75753546099291,5.110772502032335,7.180309574281852,0.0065550106606090935
Bronx,Fordham South,177,10042.17,56.73542372881356,53.5,11.628135593220337,34.36318267419963,6.916032508791851,3.528920319263363,0.0061714728028074975
Manhattan,Marble Hill,133,7569.65,56.91466165413534,48.5,11.705263157894736,31.631203007518796,5.102971861272016,7.023588003281931,0.004637321371601113
Manhattan,Highbridge Park,123,6102.3,49.612195121951224,41.52,9.355772357723577,26.323035230352307,48.311490709035496,7.78712133971997,0.004288650591781481
Bronx,Pelham Bay,112,7521.01,67.151875,69.15,13.482142857142858,32.724851190476194,5.496173954432474,8.04919948232455,0.003905112733979885
Bronx,Bronx Park,105,6611.88,62.970285714285716,65.09,12.35552380952381,35.16380952380952,11.954172359803955,8.622238623048409,0.003661043188106142
Queens,Forest Park/Highland Park,86,3636.11,42.2803488372093,42.72,7.778953488372093,24.48798449612403,57.00071379990495,5.611729558596255,0.0029985687064488405
Bronx,Van Cortlandt Park,70,4452.76,63.61085714285715,60.11,13.452571428571428,35.868095238095236,6.005264628921021,6.127103067147983,0.0024406954587374284
Staten Island,Heartland Village/Todt Hill,60,7034.07,117.2345,118.35499999999999,23.09733333333333,42.38111111111111,5.244883180342817,10.647205175572848,0.0020920246789177957
Staten Island,Saint George/New Brighton,57,6785.77,119.04859649122808,114.23,22.787719298245616,47.91520467836257,9.57156940916663,10.718170225008471,0.001987423444971906
Bronx,City Island,57,4522.45,79.34122807017543,83.94,16.50701754385965,32.57748538011696,4.87830653708803,10.048960279653262,0.001987423444971906
Staten Island,Arrochar/Fort Wadsworth,54,3640.7599999999998,67.42148148148148,73.15,10.613703703703704,19.40246913580247,43.59959686838442,7.7099437365161965,0.001882822211026016
Staten Island,Bloomfield/Emerson Hill,53,6309.47,119.0466037735849,119.35,23.95830188679245,42.023899371069184,5.162684811757038,10.28051023386083,0.0018479551330440526
Bronx,Country Club,52,3541.54,68.10653846153846,64.955,13.191346153846155,28.066025641025643,5.434961643526214,11.351668026081029,0.0018130880550620895
Queens,Breezy Point/Fort Tilden/Riis Beach,52,4368.22,84.00423076923077,81.42,16.911538461538463,36.100641025641025,5.172836167778436,14.192004251075115,0.0018130880550620895
Staten Island,Stapleton,48,4816.7300000000005,100.34854166666668,106.725,19.470000000000002,37.66770833333333,9.00963543288161,10.11712231092693,0.0016736197431342365
Queens,Saint Michaels Cemetery/Woodside,47,1945.45,41.39255319148936,47.44,6.852340425531915,18.352482269503547,86.56783642568465,8.941552947297646,0.0016387526651522734
Queens,Astoria Park,42,1907.9,45.42619047619048,39.35,7.1414285714285715,22.797222222222224,47.69728650558071,14.00403011199999,0.0014644172752424568
Staten Island,South Beach/Dongan Hills,41,4289.29,104.61682926829268,107.63,19.31463414634146,40.360975609756096,7.806018727851218,13.746096218436705,0.0014295501972604937
Queens,Broad Channel,37,1914.41,51.740810810810814,49.99,10.348918918918919,26.095495495495495,5.045271647513002,9.514700489225318,0.0012900818853326407
Staten Island,West Brighton,36,4151.0,115.30555555555556,114.78,22.12,44.15324074074074,5.634705198018623,10.042286591192967,0.0012552148073506774
Staten Island,Mariners Harbor,36,4082.09,113.3913888888889,116.17500000000001,23.76388888888889,38.08657407407407,4.88198334125388,7.272970238134091,0.0012552148073506774
Staten Island,Grymes Hill/Clifton,36,3772.11,104.78083333333333,109.23,19.580277777777777,44.605555555555554,8.288947918347235,11.350313891928769,0.0012552148073506774
Staten Island,Westerleigh,33,4013.94,121.63454545454546,117.74,22.107878787878786,41.086363636363636,5.62288899384654,13.468632750662593,0.0011506135734047876
Queens,Willets Point,31,1422.1200000000001,45.87483870967743,42.0,9.383870967741935,22.852688172043013,5.213559236786674,5.752367171010475,0.001080879417440861
Staten Island,New Dorp/Midland Beach,29,3255.36,112.25379310344827,116.9,20.20586206896552,51.58045977011494,11.259419768497539,15.028204676707146,0.0010111452614769345
Staten Island,Port Richmond,27,3178.81,117.7337037037037,107.05,24.026296296296298,43.129012345679016,4.984699564832068,7.801749063094778,0.000941411105513008
Staten Island,Great Kills,26,3650.84,140.41692307692307,137.725,27.194230769230767,57.733333333333334,5.235535082036808,10.636316747817222,0.0009065440275310447
Staten Island,Eltingville/Annadale/Prince's Bay,25,3792.43,151.69719999999998,154.53,30.3096,52.12133333333333,5.1162101837035925,15.007493987819805,0.0008716769495490816
Brooklyn,Green-Wood Cemetery,22,1515.8700000000001,68.90318181818182,69.39500000000001,11.38,33.38409090909091,22.74030457299182,17.285896285488043,0.0007670757156031917
Bronx,Pelham Bay Park,20,1282.39,64.1195,60.835,14.370499999999998,40.38166666666667,4.464157051020395,2.223868644022103,0.0006973415596392651
Staten Island,Oakwood,16,1920.0,120.0,119.28,23.531875,51.61875,5.224758104552796,10.051110212790181,0.0005578732477114122
Staten Island,Rossville/Woodrow,14,2208.92,157.78,151.43,32.56857142857143,49.89523809523809,4.9426913989117045,12.048200114430273,0.00048813909174748565
Bronx,Crotona Park,10,487.32,48.732,49.599999999999994,8.84,37.155,5.825014671461053,7.574036773818636,0.00034867077981963257
Staten Island,Arden Heights,9,1353.77,150.4188888888889,146.83,32.42777777777778,50.099999999999994,4.652708630153468,7.08579591832979,0.00031380370183766934
Staten Island,Charleston/Tottenville,5,825.0,165.0,162.34,32.952,60.57000000000001,5.074944801461044,17.314672832903774,0.00017433538990981628
Queens,Jamaica Bay,4,207.9,51.975,54.05,8.585,36.99583333333334,7.67715731640352,10.921656204732013,0.00013946831192785305
Staten Island,Freshkills Park,1,88.44,88.44,88.44,21.82,34.85,4.0531622364802935,11.428571428571429,3.4867077981963264e-05
Manhattan,Governor's Island/Ellis Island/Liberty Island,1,18.0,18.0,18.0,6.4,32.1,2.8125,0.0,3.4867077981963264e-05
