pickup_borough,pickup_zone,dropoff_borough,dropoff_zone,total_trips,total_revenue,average_total_amount,average_trip_distance,average_trip_duration,average_revenue_per_mile
Manhattan,Lincoln Square East,Manhattan,Upper West Side North,6988,121769.22,17.425475100171724,1.5051946193474526,8.140013833237932,11.976118952917629
Manhattan,Penn Station/Madison Sq West,Manhattan,Times Sq/Theatre District,6945,130755.59,18.827298776097912,1.0641511879049677,12.359414446844252,18.737734689094477
Manhattan,Upper West Side North,Manhattan,Upper West Side South,6878,93891.53,13.650993021227102,0.7901192207036929,5.076032276824658,20.229722174202504
Manhattan,Upper East Side North,Manhattan,Lenox Hill West,6831,113161.58,16.565887864148735,1.1167749963402136,8.640357683111306,15.994256691305937
Manhattan,Upper East Side North,Manhattan,Upper West Side South,6724,116341.57,17.30243456276026,1.437614515169542,8.447560975609756,12.501389846712765
Unknown,Unknown,Unknown,Unknown,6705,175312.91,26.146593586875465,3.0412304250559283,14.141856823266219,41.81457405455786
Manhattan,Upper East Side South,Manhattan,Lenox Hill West,6537,95134.97,14.553307327520269,0.7676212329814899,6.641856611085615,22.861884215693685
Manhattan,Yorkville West,Manhattan,Upper East Side North,6457,84989.25,13.162343193433482,0.6779820350007743,5.144313664756595,22.975750073385306
Manhattan,Upper East Side North,Manhattan,Upper West Side North,6300,108485.96,17.21999365079365,1.4094777777777776,8.362502645502646,12.595585342170997
Manhattan,Yorkville West,Manhattan,Lenox Hill West,6204,87276.25,14.06773855577047,0.9300999355254674,5.55659520739308,16.735642094257088
Manhattan,Midtown East,Manhattan,Upper East Side South,6195,102823.24,16.59777885391445,1.0051509281678772,8.63110304008609,18.507483015348807
Manhattan,Upper West Side South,Manhattan,Upper East Side North,6041,107117.22,17.7317033603708,1.4784687965568615,8.948868840699664,12.429150936000857
Manhattan,Lenox Hill East,Manhattan,Upper East Side North,6021,106784.47,17.735337983723635,1.316211592758678,9.984066877041466,14.18833612613337
Manhattan,Lincoln Square East,Manhattan,Upper East Side South,5967,103930.92,17.41761689291101,1.3351935646053295,9.03961510530138,13.633872772900176
Manhattan,Penn Station/Madison Sq West,Manhattan,Midtown Center,5961,115740.09,19.416220432813287,1.2614460660962927,12.809274171000391,15.936142653325012
Manhattan,Upper East Side South,Manhattan,Lincoln Square East,5942,105545.74,17.762662403231236,1.2897256815886906,9.396777179400875,14.30952341030106
Manhattan,Lenox Hill West,Manhattan,Upper East Side South,5907,84008.68,14.221885898087015,0.7348213983409514,6.5444980531572705,23.93197505147851
Manhattan,Lincoln Square East,Manhattan,Upper East Side North,5872,123875.83,21.096020095367848,2.1023348092643053,11.69680688010899,10.216955865995205
Queens,JFK Airport,Unknown,Outside of NYC,5824,717397.81,123.17956902472528,20.57442135989011,37.44745592948718,6.1031736895758195
